family_name,first_name,patronymic,graduation_season,school,tenure_start_date,troupe_city,source,note,entry_id,balletartists_link_status,balletartists_seasons_attested,balletartists_link_note
Козловъ,Ѳедоръ,,1899-00,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report. For reference only (not used): BalletArtists shows multiple plausible dates ['1900-09-01', '1901-09-01'], ambiguous.",graduates_1899-00_p001__e016,ambiguous,,"2 distinct people appear to share this exact name in BalletArtists, and this graduate has no Report-stated date to disambiguate against -- not linked."
Михайловскій,Александръ,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e017,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Мордкинъ,Михаилъ,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e018,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Остроградскій,Ѳедоръ,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e019,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Ѳеоктистовъ,Сергій,,1899-00,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report, and no BalletArtists record found -- may not have entered Imperial service.",graduates_1899-00_p001__e020,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Алексне,Наталія,,1900-01,St. Petersburg,1901-06-01,,report_per_row,,graduates_1900-01_p000__e001,linked,1901-02–1906-07,Matches this graduate's own Report-stated date (1901-06-01) against a BalletArtists person active 1901-02–1906-07 -- linked on that basis
Карлсонъ,Евгенія,,1900-01,St. Petersburg,1901-06-01,,report_per_row,,graduates_1900-01_p000__e002,linked,1901-02–1907-08,Matches this graduate's own Report-stated date (1901-06-01) against a BalletArtists person active 1901-02–1907-08 -- linked on that basis
Эдуардова,Евгенія,,1900-01,St. Petersburg,1901-06-01,,report_per_row,,graduates_1900-01_p000__e003,linked,1902-03–1907-08,Matches this graduate's own Report-stated date (1901-06-01) against a BalletArtists person active 1902-03–1907-08 -- linked on that basis
Берестовскій,Михаилъ,,1900-01,St. Petersburg,1901-06-01,,report_per_row,,graduates_1900-01_p000__e004,linked,1901-02–1907-08,Matches this graduate's own Report-stated date (1901-06-01) against a BalletArtists person active 1901-02–1907-08 -- linked on that basis
Гольде,Юліусъ,,1900-01,St. Petersburg,1901-06-01,,report_per_row,,graduates_1900-01_p000__e005,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Михайловъ,Петръ,,1900-01,St. Petersburg,1901-06-01,,report_per_row,,graduates_1900-01_p000__e006,linked,1901-02–1907-08,Matches this graduate's own Report-stated date (1901-06-01) against a BalletArtists person active 1901-02–1907-08 -- linked on that basis
Пономаревъ,Сергѣй,,1900-01,St. Petersburg,1901-06-01,,report_per_row,,graduates_1900-01_p000__e007,linked,1901-02–1907-08,"Matches this graduate's own Report-stated date (1901-06-01) against a BalletArtists person active 1901-02–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Прѣсняковъ,Евгеній,,1900-01,St. Petersburg,1901-06-01,,report_per_row,,graduates_1900-01_p000__e008,linked,1901-02–1907-08,Matches this graduate's own Report-stated date (1901-06-01) against a BalletArtists person active 1901-02–1907-08 -- linked on that basis
Бурина,Марія,,1900-01,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report, and no BalletArtists record found -- may not have entered Imperial service.",graduates_1900-01_p001__e001,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Грекова,Елена,,1900-01,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report, and no BalletArtists record found -- may not have entered Imperial service.",graduates_1900-01_p001__e002,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Грабовская,Ольга,,1900-01,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report. For reference only (not used): BalletArtists shows multiple plausible dates ['1901-09-01', '1901-10-01'], ambiguous.",graduates_1900-01_p001__e003,linked,1902-03–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1901-09-01, active 1902-03–1907-08), plausibly close to this graduate's 1900-01 graduation -- linked at moderate confidence."
Дмитріева,Надежда,,1900-01,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1901-09-01.,graduates_1900-01_p001__e004,linked,1902-03–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1901-09-01, active 1902-03–1907-08), plausibly close to this graduate's 1900-01 graduation -- linked at moderate confidence."
Домашева,Евдокія,,1900-01,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1901-09-01.,graduates_1900-01_p001__e005,linked,1902-03–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1901-09-01, active 1902-03–1907-08), plausibly close to this graduate's 1900-01 graduation -- linked at moderate confidence."
Дьяченко-Краткая,Елизавета,,1900-01,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1901-09-01.,graduates_1900-01_p001__e006,linked,1902-03–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1901-09-01, active 1902-03–1907-08), plausibly close to this graduate's 1900-01 graduation -- linked at moderate confidence."
Жвирблисъ,Марія,,1900-01,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1901-09-01.,graduates_1900-01_p001__e007,linked,1901-02,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1901-09-01, active 1901-02), plausibly close to this graduate's 1900-01 graduation -- linked at moderate confidence."
Ленская,Лидія,,1900-01,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1901-09-01.,graduates_1900-01_p001__e008,linked,1902-03,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1901-09-01, active 1902-03), plausibly close to this graduate's 1900-01 graduation -- linked at moderate confidence."
Николаева,Зинаида,,1900-01,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1901-09-01.,graduates_1900-01_p001__e009,linked,1902-03–1905-06,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1901-09-01, active 1902-03–1905-06), plausibly close to this graduate's 1900-01 graduation -- linked at moderate confidence."
